zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,info2String,info6String,brokerName,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,info3String,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.listing_sub_type.is_comingSoon,hdpData.homeInfo.priceChange,hdpData.homeInfo.unit,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.listing_sub_type.is_forAuction,hdpData.homeInfo.videoCount,hdpData.homeInfo.priceReduction,builderName,hdpData.homeInfo.listing_sub_type.is_newHome,hdpData.homeInfo.newConstructionType,variableData.data.isRead,variableData.data.isFresh,hdpData.homeInfo.listing_sub_type.is_foreclosure,communityName,hdpData.homeInfo.providerListingID,minBeds,minBaths,minArea,lotId,buildingName,buildingId,isBuilding,canSaveBuilding,unitCount,hdpData.homeInfo.listing_sub_type.is_bankOwned,plid,isCdpResult,isComingSoonCommunity
78250567,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/3bb2dd1dd1c14922ab0d4cd01559611e-p_e.jpg,True,/homedetails/1729-Crane-Rd-SW-Ocean-Isle-Beach-NC-28469/78250567_zpid/,FOR_SALE,House for sale,"$375,000",$375K,"1729 Crane Road SW, Ocean Isle Beach, NC 28469",2.0,2.0,1440.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,,Intracoastal Realty,176335000.0,33.902596,-78.41312,,,78250567.0,1729 Crane Road SW,28469,Ocean Isle Beach,NC,33.902596,-78.41312,375000.0,2.0,2.0,1440.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,375000.0,176335000.0,True,False,False,USD,USA,244120.0,0.31,acres,False,376200.0,2100.0,,,,https://photos.zillowstatic.com/fp/d94cd48c5d33500a1347b590f4ea563c-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5726799,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/174691b8f54929991779eb9bfcfcc342-p_e.jpg,True,/homedetails/1812-Greensboro-Street-Ext-Lexington-NC-27295/5726799_zpid/,FOR_SALE,House for sale,"$100,000",$100K,"1812 Greensboro Street Ext, Lexington, NC 27295",3.0,1.0,,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,,,,231504000.0,35.845222,-80.21579,,,5726799.0,1812 Greensboro Street Ext,27295,Lexington,NC,35.845222,-80.21579,100000.0,1.0,3.0,,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,100000.0,231504000.0,True,False,False,USD,USA,86900.0,0.32,acres,False,161800.0,1400.0,,,,https://photos.zillowstatic.com/fp/51b5dd22d4b6409f1a2acb868dafeadf-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11745092,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/142b469ceb344581c2b9a15a36a41b15-p_e.jpg,True,/homedetails/127-Saint-George-Trl-Elgin-SC-29045/11745092_zpid/,FOR_SALE,House for sale,"$259,900",$260K,"127 Saint George Trl, Elgin, SC 29045",4.0,2.0,2665.0,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,,,,3993933000.0,34.150806,-80.83565,PRICE_REDUCTION,"$20,000 (May 25)",11745092.0,127 Saint George Trl,29045,Elgin,SC,34.150806,-80.83565,259900.0,2.0,4.0,2665.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,259900.0,3993933000.0,True,False,False,USD,USA,256600.0,3.9299999999999997,acres,False,247700.0,2184.0,,,,,1716620400000.0,,-20000.0,,,,,"$20,000 (May 25)",,,,,,,,,,,,,,,,,,,,,
71954936,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/4a3f264d1f5f0fc383f6f4b73953b8af-p_e.jpg,True,/homedetails/5469-Bucks-Garage-Rd-Maiden-NC-28650/71954936_zpid/,FOR_SALE,Home for sale,"$215,000",$215K,"5469 Bucks Garage Rd, Maiden, NC 28650",3.0,2.0,1401.0,False,False,ForSale,For Sale (Broker),False,False,True,False,True,False,False,,False,False,,,Fit Realty LLC,404304000.0,35.565998,-81.06912,VIDEO_WALKTHROUGH,Video Walkthrough,71954936.0,5469 Bucks Garage Rd,28650,Maiden,NC,35.565998,-81.06912,215000.0,2.0,3.0,1401.0,MANUFACTURED,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,215000.0,404304000.0,True,False,False,USD,USA,167300.0,1.12,acres,False,213600.0,1849.0,,,,https://photos.zillowstatic.com/fp/58ff50b038a3c30b717218872967ec00-zillow_web_48_23.jpg,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
318505739,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/869e505aa7612bd934e0c12de207500a-p_e.jpg,True,/homedetails/1756-Lassiter-Mill-Rd-Asheboro-NC-27205/318505739_zpid/,FOR_SALE,House for sale,"$255,000",$255K,"1756 Lassiter Mill Rd, Asheboro, NC 27205",4.0,3.0,,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,,,,231504000.0,35.67035,-79.92131,,,318505739.0,1756 Lassiter Mill Rd,27205,Asheboro,NC,35.67035,-79.92131,255000.0,3.0,4.0,,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,255000.0,231504000.0,True,False,False,USD,USA,178090.0,2.28,acres,False,278300.0,1494.0,,,,https://photos.zillowstatic.com/fp/51b5dd22d4b6409f1a2acb868dafeadf-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11869536,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/bfa242ccac90091f3a3022c09f8b8b81-p_e.jpg,True,/homedetails/938-Spring-St-Rock-Hill-SC-29730/11869536_zpid/,FOR_SALE,House for sale,"$76,900",$77K,"938 Spring St, Rock Hill, SC 29730",2.0,1.0,936.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,,Stephen Cooley Real Estate,231504000.0,34.926105,-81.00677,,,11869536.0,938 Spring St,29730,Rock Hill,SC,34.926105,-81.00677,76900.0,1.0,2.0,936.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,76900.0,231504000.0,True,False,False,USD,USA,43947.0,0.16,acres,False,75700.0,1400.0,,,,https://photos.zillowstatic.com/fp/58ff50b038a3c30b717218872967ec00-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50009609,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/38a6fa736e1c67644eca15663d817fcd-p_e.jpg,True,/homedetails/3855-Angier-Ave-Durham-NC-27703/50009609_zpid/,FOR_SALE,House for sale,"$199,000",$199K,"3855 Angier Ave, Durham, NC 27703",3.0,1.0,1256.0,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,,,,510641000.0,35.950165,-78.84455,,,50009609.0,3855 Angier Ave,27703,Durham,NC,35.950165,-78.84455,199000.0,1.0,3.0,1256.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,199000.0,510641000.0,True,False,False,USD,USA,69697.0,0.6900000000000001,acres,False,201300.0,1800.0,,,,https://photos.zillowstatic.com/fp/e33cf6e51b095b0998469a1bcc597b6b-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5694003,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/dd4d58958b0dead945fd6092ac40c8d7-p_e.jpg,True,/homedetails/344-Rabon-St-SE-Concord-NC-28025/5694003_zpid/,FOR_SALE,House for sale,"$225,000",$225K,"344 Rabon St SE, Concord, NC 28025",3.0,2.0,1954.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,,"Southern Homes of the Carolinas, Inc",231504000.0,35.40274,-80.571205,,,5694003.0,344 Rabon St SE,28025,Concord,NC,35.40274,-80.571205,225000.0,2.0,3.0,1954.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,225000.0,231504000.0,True,False,False,USD,USA,203310.0,0.37,acres,False,231900.0,1947.0,,,,https://photos.zillowstatic.com/fp/58ff50b038a3c30b717218872967ec00-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92421596,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/c557765dd7312ca7f5eb3ba8282d280d-p_e.jpg,True,/homedetails/341-Walden-Lake-Rd-Conway-SC-29526/92421596_zpid/,FOR_SALE,Home for sale,"$225,000",$225K,"341 Walden Lake Rd., Conway, SC 29526",3.0,2.0,1501.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,False,,False,False,,,Keller Williams Innovate South,5166141000.0,33.766758,-78.98871,OPEN_HOUSE,Open: 6/15 1-3pm,92421596.0,341 Walden Lake Rd.,29526,Conway,SC,33.766758,-78.98871,225000.0,2.0,3.0,1501.0,MANUFACTURED,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,225000.0,5166141000.0,True,False,False,USD,USA,149300.0,1306.8,sqft,False,,1999.0,True,6/15 1-3pm,"[{'open_house_start': 1718481600000, 'open_house_end': 1718488800000}, {'open_house_start': 1718568000000, 'open_house_end': 1718575200000}, {'open_house_start': 1719172800000, 'open_house_end': 1719180000000}]",https://photos.zillowstatic.com/fp/aae83c847996d2e5c27ac22af33e3db1-zillow_web_48_23.jpg,1715670000000.0,,-10000.0,,,,,"$10,000 (May 14)",,,,,,,,,,,,,,,,,,,,,
82674509,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/f44cf744d058d0cb2c027672ff8a86e2-p_e.jpg,True,/homedetails/532-Gooseberry-Dr-Holly-Springs-NC-27540/82674509_zpid/,FOR_SALE,House for sale,"$469,900",$470K,"532 Gooseberry Dr, Holly Springs, NC 27540",4.0,2.0,1827.0,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,,,,252378000.0,35.670254,-78.82595,OPEN_HOUSE,Open: Sun. 12-4pm,82674509.0,532 Gooseberry Dr,27540,Holly Springs,NC,35.670254,-78.82595,469900.0,2.0,4.0,1827.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,469900.0,252378000.0,True,False,False,USD,USA,285084.0,5662.8,sqft,False,471700.0,2180.0,True,Sun. 12-4pm,"[{'open_house_start': 1717354800000, 'open_house_end': 1717369200000}]",https://photos.zillowstatic.com/fp/e33cf6e51b095b0998469a1bcc597b6b-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6459397,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/539c894ad68946864cad17beefacedbf-p_e.jpg,True,/homedetails/301-Ashebrook-Dr-Raleigh-NC-27609/6459397_zpid/,FOR_SALE,House for sale,"$475,000",$475K,"301 Ashebrook Dr, Raleigh, NC 27609",3.0,2.0,1665.0,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,,,,358649000.0,35.866173,-78.63436,OPEN_HOUSE,Open: Sun. 12am-2pm,6459397.0,301 Ashebrook Dr,27609,Raleigh,NC,35.866173,-78.63436,475000.0,2.0,3.0,1665.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,475000.0,358649000.0,True,False,False,USD,USA,285244.0,0.36,acres,False,,,True,Sun. 12am-2pm,"[{'open_house_start': 1717311600000, 'open_house_end': 1717362000000}]",https://photos.zillowstatic.com/fp/e33cf6e51b095b0998469a1bcc597b6b-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108782238,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/3cbbe59d190fc873246d8f4d9be12649-p_e.jpg,True,/homedetails/113-Fern-Creek-Ct-Myrtle-Beach-SC-29588/108782238_zpid/,FOR_SALE,House for sale,"$299,999",$300K,"113 Fern Creek Ct., Myrtle Beach, SC 29588",3.0,3.0,1560.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,,Keller Williams Oak and Ocean,164484000.0,33.727978,-79.033775,,,108782238.0,113 Fern Creek Ct.,29588,Myrtle Beach,SC,33.727978,-79.033775,299999.0,3.0,3.0,1560.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,299999.0,164484000.0,True,False,False,USD,USA,173990.0,0.44000000000000006,acres,False,298300.0,2134.0,,,,https://photos.zillowstatic.com/fp/aae83c847996d2e5c27ac22af33e3db1-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334413932,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/3bf9f02380ca3ed38dabe3abfbed52f4-p_e.jpg,True,/homedetails/156-Hyrne-Dr-Goose-Creek-SC-29445/334413932_zpid/,FOR_SALE,House for sale,"$375,000",$375K,"156 Hyrne Dr, Goose Creek, SC 29445",4.0,3.0,2166.0,False,False,ForSale,For Sale (Broker),False,True,False,False,False,False,False,,False,False,,,,204557000.0,33.037777,-80.01812,OPEN_HOUSE,Open: Sun. 2-4pm,334413932.0,156 Hyrne Dr,29445,Goose Creek,SC,33.037777,-80.01812,375000.0,3.0,4.0,2166.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,375000.0,204557000.0,True,False,False,USD,USA,252500.0,7840.8,sqft,False,374400.0,2504.0,True,Sun. 2-4pm,"[{'open_house_start': 1717362000000, 'open_house_end': 1717369200000}]",https://photos.zillowstatic.com/fp/b6930a702aee32ef98390c7c04c54c37-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133218630,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/ab7ea5ea2030e4a005373f6194e46838-p_e.jpg,True,/homedetails/4712-Sir-Michel-Dr-Raleigh-NC-27610/133218630_zpid/,FOR_SALE,House for sale,"$395,000",$395K,"4712 Sir Michel Dr, Raleigh, NC 27610",3.0,3.0,2231.0,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,,,,190868000.0,35.720745,-78.56181,,,133218630.0,4712 Sir Michel Dr,27610,Raleigh,NC,35.720745,-78.56181,395000.0,3.0,3.0,2231.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,395000.0,190868000.0,True,False,False,USD,USA,233800.0,6098.4,sqft,False,398600.0,2145.0,,,,https://photos.zillowstatic.com/fp/e33cf6e51b095b0998469a1bcc597b6b-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71473898,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/f2e46aa1aa9c0ff8458349443b7a3306-p_e.jpg,True,/homedetails/205-Mast-Wind-Trl-Rock-Hill-SC-29732/71473898_zpid/,FOR_SALE,House for sale,"$500,000",$500K,"205 Mast Wind Trl, Rock Hill, SC 29732",4.0,3.0,2761.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,False,,False,False,,,Keller Williams South Park,231504000.0,35.010464,-81.01457,3D_HOME,3D Tour,71473898.0,205 Mast Wind Trl,29732,Rock Hill,SC,35.010464,-81.01457,500000.0,3.0,4.0,2761.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,500000.0,231504000.0,True,False,False,USD,USA,341195.0,0.19,acres,False,504700.0,2995.0,,,,https://photos.zillowstatic.com/fp/58ff50b038a3c30b717218872967ec00-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55357042,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/d85fb344e8b80a90b579ec65df589025-p_e.jpg,True,/homedetails/310-Kildare-Ct-Myrtle-Beach-SC-29588/55357042_zpid/,FOR_SALE,House for sale,"$295,000",$295K,"310 Kildare Ct., Myrtle Beach, SC 29575",3.0,2.0,1550.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,,Century 21 Barefoot Realty,249745000.0,33.64965,-79.03377,,,55357042.0,310 Kildare Ct.,29588,Myrtle Beach,SC,33.64965,-79.03377,295000.0,2.0,3.0,1550.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,295000.0,249745000.0,True,False,False,USD,USA,150282.0,0.3,acres,False,292600.0,1999.0,,,,https://photos.zillowstatic.com/fp/aae83c847996d2e5c27ac22af33e3db1-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107016880,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/7d496ee5553155bd1ae8762a0614cbd1-p_e.jpg,True,/homedetails/76-Traceway-Sanford-NC-27332/107016880_zpid/,FOR_SALE,House for sale,"$535,000",$535K,"76 Traceway, Sanford, NC 27332",6.0,6.0,4628.0,False,False,ForSale,For Sale (Broker),False,True,False,False,False,False,False,,False,False,,,,76745000.0,35.41754,-79.11148,3D_HOME,3D Tour,107016880.0,76 Traceway,27332,Sanford,NC,35.41754,-79.11148,535000.0,6.0,6.0,4628.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,535000.0,76745000.0,True,False,False,USD,USA,338400.0,0.6799999999999999,acres,False,538200.0,4800.0,,,,https://photos.zillowstatic.com/fp/e33cf6e51b095b0998469a1bcc597b6b-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50039342,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/f014e1edde1c9560193954c0d5282868-p_e.jpg,True,/homedetails/168-Lake-Ellen-Dr-Chapel-Hill-NC-27514/50039342_zpid/,FOR_SALE,House for sale,"$539,000",$539K,"168 Lake Ellen Dr, Chapel Hill, NC 27514",3.0,2.0,1711.0,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,,,,184637000.0,35.945267,-79.04779,,,50039342.0,168 Lake Ellen Dr,27514,Chapel Hill,NC,35.945267,-79.04779,539000.0,2.0,3.0,1711.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,539000.0,184637000.0,True,False,False,USD,USA,312600.0,0.47000000000000003,acres,False,584900.0,2600.0,,,,https://photos.zillowstatic.com/fp/e33cf6e51b095b0998469a1bcc597b6b-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87753588,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/05a713cfee829bf1cb54b2205fe3257a-p_e.jpg,True,/homedetails/1932-Purple-Dr-Fayetteville-NC-28314/87753588_zpid/,FOR_SALE,House for sale,"$315,000",$315K,"1932 Purple Drive, Fayetteville, NC 28314",4.0,3.0,2280.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,,Moultrie & McCloskey Properties,252361000.0,35.042645,-79.08534,,,87753588.0,1932 Purple Drive,28314,Fayetteville,NC,35.042645,-79.08534,315000.0,3.0,4.0,2280.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,315000.0,252361000.0,True,False,False,USD,USA,212800.0,0.32999999999999996,acres,False,322000.0,2299.0,,,,https://photos.zillowstatic.com/fp/d94cd48c5d33500a1347b590f4ea563c-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71879457,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/c471902021e26f7096806e9ea994e4e7-p_e.jpg,True,/homedetails/47-Water-Oak-Cir-Sanford-NC-27332/71879457_zpid/,FOR_SALE,House for sale,"$284,900",$285K,"47 Water Oak Cir, Sanford, NC 27332",3.0,2.0,1764.0,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,,,,273109000.0,35.317497,-79.05196,,,71879457.0,47 Water Oak Cir,27332,Sanford,NC,35.317497,-79.05196,284900.0,2.0,3.0,1764.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,284900.0,273109000.0,True,False,False,USD,USA,203666.0,0.48,acres,False,290700.0,1800.0,,,,https://photos.zillowstatic.com/fp/e33cf6e51b095b0998469a1bcc597b6b-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54287477,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/ba7d7868a19e8f957ceaa58e19716f74-p_e.jpg,True,/homedetails/1108-Tewkesbury-Ct-Wilmington-NC-28411/54287477_zpid/,FOR_SALE,House for sale,"$435,000",$435K,"1108 Tewkesbury Court, Wilmington, NC 28411",3.0,2.0,1717.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,,Coldwell Banker Sea Coast Advantage-CB,265809000.0,34.29012,-77.83703,OPEN_HOUSE,Open: Sun. 1-4pm,54287477.0,1108 Tewkesbury Court,28411,Wilmington,NC,34.29012,-77.83703,435000.0,2.0,3.0,1717.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,435000.0,265809000.0,True,False,False,USD,USA,276500.0,0.25,acres,False,438000.0,2394.0,True,Sun. 1-4pm,"[{'open_house_start': 1717358400000, 'open_house_end': 1717369200000}]",https://photos.zillowstatic.com/fp/d94cd48c5d33500a1347b590f4ea563c-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137327,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/0d6b5bacbcd389f84dffabd8243fd9c0-p_e.jpg,True,/homedetails/14930-Hus-McGinnis-Rd-Huntersville-NC-28078/6137327_zpid/,FOR_SALE,House for sale,"$750,000",$750K,"14930 Hus McGinnis Rd, Huntersville, NC 28078",3.0,5.0,3306.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,True,,False,False,,,"Real Broker, LLC",231504000.0,35.399784,-80.79193,SHOWCASE,Showcase,6137327.0,14930 Hus McGinnis Rd,28078,Huntersville,NC,35.399784,-80.79193,750000.0,5.0,3.0,3306.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,750000.0,231504000.0,True,False,False,USD,USA,691800.0,9.5,acres,True,772000.0,4642.0,,,,https://photos.zillowstatic.com/fp/58ff50b038a3c30b717218872967ec00-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53628154,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/77492c28f1448ddf47bfba13ce58935a-p_e.jpg,True,/homedetails/6121-Louise-St-Fayetteville-NC-28314/53628154_zpid/,FOR_SALE,House for sale,"$204,900",$205K,"6121 Louise St, Fayetteville, NC 28314",3.0,2.0,1834.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Listing provided by LPRMLS,CHRISTINE WORTH,EXP REALTY LLC,12881979000.0,35.04757,-78.98256,PRICE_REDUCTION,"$9,700 (Apr 11)",53628154.0,6121 Louise St,28314,Fayetteville,NC,35.04757,-78.98256,204900.0,2.0,3.0,1834.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,204900.0,12881979000.0,True,False,False,USD,USA,66138.0,,,False,196300.0,1664.0,,,,,1712818800000.0,,-9700.0,,,,,"$9,700 (Apr 11)",,,,,,,,,,,,,,,,,,,,,
11104147,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/bdd31ab271d34cfd8ab230311e01a2ea-p_e.jpg,True,/homedetails/1589-Bellamy-Dr-Little-River-SC-29566/11104147_zpid/,FOR_SALE,House for sale,"$160,000",$160K,"1589 Bellamy Dr., Little River, SC 29566",1.0,1.0,512.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,,The Lightman Group,2603305000.0,33.886116,-78.62159,PRICE_REDUCTION,"$10,000 (May 24)",11104147.0,1589 Bellamy Dr.,29566,Little River,SC,33.886116,-78.62159,160000.0,1.0,1.0,512.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,160000.0,2603305000.0,True,False,False,USD,USA,15370.0,0.27,acres,False,149200.0,1200.0,,,,https://photos.zillowstatic.com/fp/aae83c847996d2e5c27ac22af33e3db1-zillow_web_48_23.jpg,1716534000000.0,,-10000.0,,,,,"$10,000 (May 24)",,,,,,,,,,,,,,,,,,,,,
88997660,ForSale,RecentChange,https://photos.zillowstatic.com/fp/3de50afc3771e55564fcd7794133893f-p_e.jpg,True,/homedetails/5189-Old-Hickory-Rd-Lancaster-SC-29720/88997660_zpid/,FOR_SALE,Auction,$1,$1,"5189 Old Hickory Rd, Lancaster, SC 29720",3.0,5.0,0.0,False,False,ForSale,Unknown Listed By,False,False,False,False,True,False,False,,False,False,,,The Ligon Company,3946704000.0,34.857418,-80.84496,,,88997660.0,5189 Old Hickory Rd,29720,Lancaster,SC,34.857418,-80.84496,1.0,5.0,3.0,0.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,False,False,FOR_SALE,1.0,3946704000.0,True,False,False,USD,USA,372000.0,2.2,acres,False,,3401.0,,,,https://photos.zillowstatic.com/fp/58ff50b038a3c30b717218872967ec00-zillow_web_48_23.jpg,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
6407878,ComingSoon,Coming Soon,https://photos.zillowstatic.com/fp/2609c39a484db50ac5804a88e3ff5024-p_e.jpg,True,/homedetails/3513-Brook-Dr-Raleigh-NC-27609/6407878_zpid/,FOR_SALE,Coming soon,"$1,100,000",$1.10M,"3513 Brook Dr, Raleigh, NC 27609",3.0,4.0,2848.0,False,False,ComingSoon,Coming Soon,False,False,False,False,False,False,False,,False,False,,,,74954000.0,35.828617,-78.64077,TIME_ON_INFO,20 hours ago,6407878.0,3513 Brook Dr,27609,Raleigh,NC,35.828617,-78.64077,1100000.0,4.0,3.0,2848.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,False,False,FOR_SALE,1100000.0,74954000.0,True,False,False,USD,USA,757708.0,0.33999999999999997,acres,False,,5027.0,,,,https://photos.zillowstatic.com/fp/e33cf6e51b095b0998469a1bcc597b6b-zillow_web_48_23.jpg,,True,,,,,,,,,,,False,,,,,,,,,,,,,,,,
