zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,info3String,brokerName,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,hdpData.homeInfo.listing_sub_type.is_comingSoon,hdpData.homeInfo.listing_sub_type.is_bankOwned,hdpData.homeInfo.listing_sub_type.is_newHome,hdpData.homeInfo.newConstructionType,variableData.data.isRead,variableData.data.isFresh,info6String,hdpData.homeInfo.videoCount,availabilityDate,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.listing_sub_type.is_forAuction,hdpData.homeInfo.unit,minBeds,minBaths,minArea,buildingId,isBuilding,canSaveBuilding,unitCount,hdpData.homeInfo.listing_sub_type.is_foreclosure
3022099,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/0a729a7533c1f07e5e68b44014f3b5b3-p_e.jpg,True,/homedetails/5018-Parker-Ave-Saint-Louis-MO-63139/3022099_zpid/,FOR_SALE,House for sale,"$246,900",$247K,"5018 Parker Ave, Saint Louis, MO 63139",2.0,1.0,1173.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Coldwell Banker Realty - Gunda,293779000,38.599133,-90.276024,OPEN_HOUSE,Open: Sun. 2-3pm,3022099.0,5018 Parker Ave,63139,Saint Louis,MO,38.599133,-90.276024,246900.0,1.0,2.0,1173.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,246900.0,293779000.0,True,False,False,USD,USA,34610.0,4064.148,sqft,False,True,Sun. 2-3pm,"[{'open_house_start': 1717362000000, 'open_house_end': 1717365600000}]",,,,,,,,,,,,,,,,,,,,,,,
115707910,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/78b5116c2517c3b4eb2353907ef2be9f-p_e.jpg,True,/homedetails/1204-14th-St-Viola-IL-61486/115707910_zpid/,FOR_SALE,House for sale,"$199,900",$200K,"1204 14th St, Viola, IL 61486",3.0,2.0,1580.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/eb385cd374b7036eeaa866003317c67b-zillow_web_48_23.jpg,Keller Williams Greater Quad Cities / Midwest Partners,85356000,41.20836,-90.58518,TIME_ON_INFO,23 hours ago,115707910.0,1204 14th St,61486,Viola,IL,41.20836,-90.58518,199900.0,2.0,3.0,1580.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,200000.0,1444.0,True,False,False,FOR_SALE,199900.0,85356000.0,True,False,False,USD,USA,167610.0,0.5100550964187328,acres,False,,,,,,,,,,,,False,Maxwell White,,,,,,,,,,,,,
2890622,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/aadd5f7d02ed7ec892146724b602e482-p_e.jpg,True,/homedetails/254-Imperial-Ln-Fenton-MO-63026/2890622_zpid/,FOR_SALE,House for sale,"$239,000",$239K,"254 Imperial Ln, Fenton, MO 63026",3.0,1.0,936.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Keller Williams Realty STL,355773000,38.53214,-90.44206,,,2890622.0,254 Imperial Ln,63026,Fenton,MO,38.53214,-90.44206,239000.0,1.0,3.0,936.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,252400.0,1845.0,True,False,False,FOR_SALE,239000.0,355773000.0,True,False,False,USD,USA,172000.0,8254.62,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,
81428303,ComingSoon,Coming Soon,https://photos.zillowstatic.com/fp/bfe95920979aaa1b70af2a263804e8a8-p_e.jpg,True,/homedetails/95-Huntsdale-Ridge-Ct-Wentzville-MO-63385/81428303_zpid/,FOR_SALE,Coming soon,"$450,000",$450K,"95 Huntsdale Ridge Ct, Wentzville, MO 63385",5.0,3.0,3387.0,False,False,ComingSoon,Coming Soon,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Keller Williams Chesterfield,64719000,38.81037,-90.89885,TIME_ON_INFO,17 hours ago,81428303.0,95 Huntsdale Ridge Ct,63385,Wentzville,MO,38.81037,-90.89885,450000.0,3.0,5.0,3387.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,False,False,FOR_SALE,450000.0,64719000.0,True,False,False,USD,USA,379611.0,0.37,acres,False,,,,,,,True,,,,,False,,,,,,,,,,,,,,
2057767320,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/9e89e9651945a7031c7465c0aefbe8f3-p_e.jpg,True,/homedetails/46-Rue-De-Paix-Lake-Lake-Saint-Louis-MO-63367/2057767320_zpid/,FOR_SALE,Condo for sale,"$269,900",$270K,"46 Rue De Paix Lake, Lake Saint Louis, MO 63367",2.0,2.0,1877.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,"Destiny Realty, LLC",168296000,38.79998,-90.75485,PRICE_REDUCTION,"$5,000 (May 31)",2057767320.0,46 Rue De Paix Lake,63367,Lake Saint Louis,MO,38.79998,-90.75485,269900.0,2.0,2.0,1877.0,CONDO,FOR_SALE,-1.0,False,False,277300.0,2199.0,True,False,False,FOR_SALE,269900.0,168296000.0,True,False,False,USD,USA,,2881.0,sqft,False,,,,1717138800000.0,"$5,000 (May 31)",-5000.0,,,,,,,,,,,,,,,,,,,,
125031988,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/22180d192ba8d3fd66cf9ed46de84693-p_e.jpg,True,/homedetails/5-NW-451st-Rd-Centerview-MO-64019/125031988_zpid/,FOR_SALE,House for sale,"$450,000",$450K,"5 NW 451st Rd, Centerview, MO 64019",4.0,3.0,2403.0,False,False,ForSale,For Sale (Broker),False,False,True,False,True,False,False,,False,False,,ReeceNichols - Lees Summit,211313000,38.76561,-93.826996,VIDEO_WALKTHROUGH,Video Walkthrough,125031988.0,5 NW 451st Rd,64019,Centerview,MO,38.76561,-93.826996,450000.0,3.0,4.0,2403.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,450500.0,2649.0,True,False,False,FOR_SALE,450000.0,211313000.0,True,False,False,USD,USA,201813.0,3.14,acres,False,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
4943851,ComingSoon,Coming Soon,https://photos.zillowstatic.com/fp/39f67257abe4937d4b06bfab053b04c8-p_e.jpg,True,/homedetails/302-Edwards-Dr-Glen-Carbon-IL-62034/4943851_zpid/,FOR_SALE,Coming soon,"$525,000",$525K,"302 Edwards Dr, Glen Carbon, IL 62034",5.0,4.0,3500.0,False,False,ComingSoon,Coming Soon,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,RE/MAX Preferred,238824000,38.766308,-89.958435,OPEN_HOUSE,Open: Thu. 4:30-7pm,4943851.0,302 Edwards Dr,62034,Glen Carbon,IL,38.766308,-89.958435,525000.0,4.0,5.0,3500.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,1194.0,,False,False,FOR_SALE,525000.0,238824000.0,True,False,False,USD,USA,319800.0,1.04,acres,False,True,Thu. 4:30-7pm,"[{'open_house_start': 1717716600000, 'open_house_end': 1717725600000}]",,,,True,,,,,,,,,,,,,,,,,,,
2544282,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/6c0c8634e4d60598e517246a253b3037-p_e.jpg,True,/homedetails/921-Natchez-Dr-Saint-Charles-MO-63303/2544282_zpid/,FOR_SALE,House for sale,"$550,000",$550K,"921 Natchez Dr, Saint Charles, MO 63303",4.0,4.0,4112.0,False,False,ForSale,For Sale (Broker),False,False,True,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Worth Clark Realty,176042000,38.74334,-90.55619,VIDEO_WALKTHROUGH,Video Walkthrough,2544282.0,921 Natchez Dr,63303,Saint Charles,MO,38.74334,-90.55619,550000.0,4.0,4.0,4112.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,586400.0,3576.0,True,False,False,FOR_SALE,550000.0,176042000.0,True,False,False,USD,USA,418755.0,0.8865000000000001,acres,False,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
2775091,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/cda4bf9a0866d9506c94a0a703639e69-p_e.jpg,True,/homedetails/11114-Hermitage-Hill-Rd-Saint-Louis-MO-63131/2775091_zpid/,FOR_SALE,House for sale,"$895,000",$895K,"11114 Hermitage Hill Rd, Saint Louis, MO 63131",4.0,3.0,2732.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Dielmann Sotheby's Intl Realty,268848000,38.62428,-90.422485,OPEN_HOUSE,Open: Sun. 1-3pm,2775091.0,11114 Hermitage Hill Rd,63131,Saint Louis,MO,38.62428,-90.422485,895000.0,3.0,4.0,2732.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,895000.0,268848000.0,True,False,False,USD,USA,896800.0,1.013,acres,False,True,Sun. 1-3pm,"[{'open_house_start': 1717358400000, 'open_house_end': 1717365600000}]",,,,,,,,,,,,,,,,,,,,,,,
2802290,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/9e86d09841a0687339b3d3359ced6226-p_e.jpg,True,/homedetails/223-Huntleigh-Dr-Saint-Louis-MO-63122/2802290_zpid/,FOR_SALE,House for sale,"$385,000",$385K,"223 Huntleigh Dr, Saint Louis, MO 63122",3.0,1.0,1425.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Keller Williams Realty STL,207361000,38.602688,-90.40278,OPEN_HOUSE,Open: Sun. 12-2pm,2802290.0,223 Huntleigh Dr,63122,Saint Louis,MO,38.602688,-90.40278,385000.0,1.0,3.0,1425.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,410800.0,2074.0,True,False,False,FOR_SALE,385000.0,207361000.0,True,False,False,USD,USA,289700.0,8925.444,sqft,False,True,Sun. 12-2pm,"[{'open_house_start': 1717354800000, 'open_house_end': 1717362000000}]",,,,,,,,,,,,,,,,,,,,,,,
2749649,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/271c4c52709801f5a5236096d58ecde6-p_e.jpg,True,/homedetails/8112-Kingsbury-Blvd-Saint-Louis-MO-63105/2749649_zpid/,FOR_SALE,House for sale,"$1,369,000",$1.37M,"8112 Kingsbury Blvd, Saint Louis, MO 63105",4.0,4.0,4022.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Janet McAfee Inc.,12092000,38.655403,-90.341225,OPEN_HOUSE,Open: Tue. 11am-1pm,2749649.0,8112 Kingsbury Blvd,63105,Saint Louis,MO,38.655403,-90.341225,1369000.0,4.0,4.0,4022.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,1437800.0,8699.0,True,False,False,FOR_SALE,1369000.0,12092000.0,True,False,False,USD,USA,1065000.0,6011.28,sqft,False,True,Tue. 11am-1pm,"[{'open_house_start': 1717524000000, 'open_house_end': 1717531200000}]",,,,,,,,,,,,,,,,,,,,,,,
2941063,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/4cd243297a53ddc7c3b43eb2352ea643-p_e.jpg,True,/homedetails/3421-McKean-Ave-Saint-Louis-MO-63118/2941063_zpid/,FOR_SALE,Multi-family home for sale,"$240,000",$240K,"3421 McKean Ave, Saint Louis, MO 63118",4.0,2.0,2762.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Keller Williams Chesterfield,262617000,38.59631,-90.24021,,,2941063.0,3421 McKean Ave,63118,Saint Louis,MO,38.59631,-90.24021,240000.0,2.0,4.0,2762.0,MULTI_FAMILY,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,240000.0,262617000.0,True,False,False,USD,USA,12260.0,3406.392,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2987371,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/25ba47988c16102fd3b74237ba4968ac-p_e.jpg,True,/homedetails/2620-Tamm-Ave-Saint-Louis-MO-63139/2987371_zpid/,FOR_SALE,House for sale,"$175,000",$175K,"2620 Tamm Ave, Saint Louis, MO 63139",2.0,1.0,696.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,DRG - Delhougne Realty Group,293804000,38.614048,-90.29564,,,2987371.0,2620 Tamm Ave,63139,Saint Louis,MO,38.614048,-90.29564,175000.0,1.0,2.0,696.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,187000.0,1494.0,True,False,False,FOR_SALE,175000.0,293804000.0,True,False,False,USD,USA,19820.0,5309.964,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,
58718517,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/9d2544f6dfd03496b8747f853d00ed19-p_e.jpg,True,/homedetails/1420-N-Azalea-St-Columbia-MO-65201/58718517_zpid/,FOR_SALE,House for sale,"$272,000",$272K,"1420 N Azalea St, Columbia, MO 65201",3.0,2.0,1124.0,False,False,ForSale,For Sale (Broker),False,False,True,False,True,False,False,,False,False,,RE/MAX Boone Realty,246726000,38.93431,-92.304596,VIDEO_WALKTHROUGH,Video Walkthrough,58718517.0,1420 N Azalea St,65201,Columbia,MO,38.93431,-92.304596,272000.0,2.0,3.0,1124.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,276400.0,1300.0,True,False,False,FOR_SALE,272000.0,246726000.0,True,False,False,USD,USA,125700.0,,,False,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
77913705,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/fc086c95f4787fe5a42de13457801867-p_e.jpg,True,/homedetails/1212-Ridgemont-Ct-Moberly-MO-65270/77913705_zpid/,FOR_SALE,House for sale,"$224,900",$225K,"1212 Ridgemont Ct, Moberly, MO 65270",3.0,2.0,2381.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,Advantage Real Estate,166746000,39.41167,-92.45638,,,77913705.0,1212 Ridgemont Ct,65270,Moberly,MO,39.41167,-92.45638,224900.0,2.0,3.0,2381.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,227900.0,1300.0,True,False,False,FOR_SALE,224900.0,166746000.0,True,False,False,USD,USA,138320.0,0.96,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,
91321925,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/df5f681e42df254c3ac244f05160e003-p_e.jpg,True,/homedetails/2201-Lind-St-Quincy-IL-62301/91321925_zpid/,FOR_SALE,House for sale,"$165,000",$165K,"2201 Lind St, Quincy, IL 62301",3.0,3.0,1600.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/1aa8c733b137a69180b3d6ef1f0e466f-zillow_web_48_23.jpg,Gem City Real Estate Group LLC,155052000,39.9419,-91.380844,,,91321925.0,2201 Lind St,62301,Quincy,IL,39.9419,-91.380844,165000.0,3.0,3.0,1600.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,164300.0,1394.0,True,False,False,FOR_SALE,165000.0,155052000.0,True,False,False,USD,USA,137340.0,0.29,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,
80268803,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/d293f9a5b7cbda0d334c079d704f2ace-p_e.jpg,True,/homedetails/3402-Elephant-Dr-Columbia-MO-65202/80268803_zpid/,FOR_SALE,House for sale,"$279,900",$280K,"3402 Elephant Dr, Columbia, MO 65202",3.0,2.0,1606.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,"House of Brokers Realty, Inc.",163791000,38.987022,-92.344635,,,80268803.0,3402 Elephant Dr,65202,Columbia,MO,38.987022,-92.344635,279900.0,2.0,3.0,1606.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,283200.0,1794.0,True,False,False,FOR_SALE,279900.0,163791000.0,True,False,False,USD,USA,170300.0,0.2931129476584022,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,
5259458,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/f535a82c2a7b1acb862785c9cd601314-p_e.jpg,True,/homedetails/21-Lakewood-Dr-Belleville-IL-62223/5259458_zpid/,FOR_SALE,House for sale,"$30,000",$30K,"21 Lakewood Dr, Belleville, IL 62223",3.0,1.0,1053.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Adams Auction & Real Estate Se,783764000,38.560505,-90.03925,,,5259458.0,21 Lakewood Dr,62223,Belleville,IL,38.560505,-90.03925,30000.0,1.0,3.0,1053.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,1394.0,True,False,False,FOR_SALE,30000.0,783764000.0,True,False,False,USD,USA,31165.0,10018.8,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,
3016008,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/a6dfadf8767ab22887fcf553a6b3cdec-p_e.jpg,True,/homedetails/6300-Alexander-Dr-Saint-Louis-MO-63105/3016008_zpid/,FOR_SALE,House for sale,"$1,400,000",$1.40M,"6300 Alexander Dr, Saint Louis, MO 63105",5.0,4.0,4869.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Keller Williams Realty West,34618000,38.643444,-90.30437,OPEN_HOUSE,Open: Sun. 1-3pm,3016008.0,6300 Alexander Dr,63105,Saint Louis,MO,38.643444,-90.30437,1400000.0,4.0,5.0,4869.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,1400000.0,34618000.0,True,False,False,USD,USA,207320.0,0.595,acres,False,True,Sun. 1-3pm,"[{'open_house_start': 1717358400000, 'open_house_end': 1717365600000}]",,,,,,,,,,,,,,,,,,,,,,,
2767423,ComingSoon,Coming Soon,https://photos.zillowstatic.com/fp/0a6b504b4eda47dc1cd56b837fd20d99-p_e.jpg,True,/homedetails/1601-Baxter-Forest-Ridge-Ct-Chesterfield-MO-63005/2767423_zpid/,FOR_SALE,Coming soon,"$730,000",$730K,"1601 Baxter Forest Ridge Ct, Chesterfield, MO 63005",4.0,4.0,3928.0,False,False,ComingSoon,Coming Soon,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Avenue Real Estate Group,153213000,38.64366,-90.57535,OPEN_HOUSE,Open: Sat. 11am-1pm,2767423.0,1601 Baxter Forest Ridge Ct,63005,Chesterfield,MO,38.64366,-90.57535,730000.0,4.0,4.0,3928.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,692400.0,4410.0,,False,False,FOR_SALE,730000.0,153213000.0,True,False,False,USD,USA,555000.0,0.37,acres,False,True,Sat. 11am-1pm,"[{'open_house_start': 1717869600000, 'open_house_end': 1717876800000}]",,,,True,,,,,,,,,,,,,,,,,,,
76879900,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/6312053d60e034114c75a40e4d72571d-p_e.jpg,True,/homedetails/2-Birchwood-Dr-Ottumwa-IA-52501/76879900_zpid/,FOR_SALE,House for sale,"$298,500",$299K,"2 Birchwood Dr, Ottumwa, IA 52501",3.0,3.0,1760.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,Julian Campbell Realtors,88654000,41.03717,-92.38646,,,76879900.0,2 Birchwood Dr,52501,Ottumwa,IA,41.03717,-92.38646,298500.0,3.0,3.0,1760.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,298500.0,88654000.0,True,False,False,USD,USA,278140.0,1.29,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2842082,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/d9883426e35267857de15a7f7e7b2ab1-p_e.jpg,True,/homedetails/1025-Big-Bend-Crossing-Dr-Valley-Park-MO-63088/2842082_zpid/,FOR_SALE,Townhouse for sale,"$230,000",$230K,"1025 Big Bend Crossing Dr, Valley Park, MO 63088",2.0,2.0,1124.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Keller Williams Chesterfield,181867000,38.568245,-90.48728,,,2842082.0,1025 Big Bend Crossing Dr,63088,Valley Park,MO,38.568245,-90.48728,230000.0,2.0,2.0,1124.0,TOWNHOUSE,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,230000.0,181867000.0,True,False,False,USD,USA,195900.0,4464.9,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,
200722287,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/63cb2312ce3e747b7bb4e4e0a2770a90-p_e.jpg,True,/homedetails/5460-W-Driskel-Rd-Columbia-MO-65202/200722287_zpid/,FOR_SALE,House for sale,"$585,000",$585K,"5460 W Driskel Rd, Columbia, MO 65202",5.0,3.0,2826.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,"Real Broker, LLC",212632000,39.00355,-92.41283,PRICE_REDUCTION,"$65,000 (May 31)",200722287.0,5460 W Driskel Rd,65202,Columbia,MO,39.00355,-92.41283,585000.0,3.0,5.0,2826.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,590000.0,3347.0,True,False,False,FOR_SALE,585000.0,212632000.0,True,False,False,USD,USA,184370.0,20.14,acres,False,,,,1717138800000.0,"$65,000 (May 31)",-65000.0,,,,,,,,,,,,,,,,,,,,
2925190,ComingSoon,Coming Soon,https://photos.zillowstatic.com/fp/9a32d9e82bd84a0e3ad73cda90b5c57d-p_e.jpg,True,/homedetails/5303-Hagemann-Crossing-Dr-Saint-Louis-MO-63128/2925190_zpid/,FOR_SALE,Coming soon,"$485,000",$485K,"5303 Hagemann Crossing Dr, Saint Louis, MO 63128",4.0,4.0,4276.0,False,False,ComingSoon,Coming Soon,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,Coldwell Banker Premier Group,145644000,38.47044,-90.39587,,,2925190.0,5303 Hagemann Crossing Dr,63128,Saint Louis,MO,38.47044,-90.39587,485000.0,4.0,4.0,4276.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,513400.0,3301.0,,False,False,FOR_SALE,485000.0,145644000.0,True,False,False,USD,USA,419900.0,0.32999999999999996,acres,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
2723551,ComingSoon,Coming Soon,https://photos.zillowstatic.com/fp/0ce182579fda5111cd7f561b25cd38f2-p_e.jpg,True,/homedetails/8307-Madison-Ave-Saint-Louis-MO-63114/2723551_zpid/,FOR_SALE,Coming soon,"$159,900",$160K,"8307 Madison Ave, Saint Louis, MO 63114",4.0,3.0,1416.0,False,False,ComingSoon,Coming Soon,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/fb838799558bceb581b5706504130b46-zillow_web_48_23.jpg,STL Buy & Sell,72706000,38.68601,-90.33637,TIME_ON_INFO,20 hours ago,2723551.0,8307 Madison Ave,63114,Saint Louis,MO,38.68601,-90.33637,159900.0,3.0,4.0,1416.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,1500.0,,False,False,FOR_SALE,159900.0,72706000.0,True,False,False,USD,USA,82100.0,8250.264,sqft,False,,,,,,,True,,,,,False,,,,,,,,,,,,,,
58711295,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/49ea4554662e2866e05de6260d58eddb-p_e.jpg,True,/homedetails/106-Blossom-Ct-Columbia-MO-65203/58711295_zpid/,FOR_SALE,House for sale,"$269,900",$270K,"106 Blossom Ct, Columbia, MO 65203",3.0,3.0,1919.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,"Weichert, Realtors - First Tier",329415000,38.917255,-92.340454,,,58711295.0,106 Blossom Ct,65203,Columbia,MO,38.917255,-92.340454,269900.0,3.0,3.0,1919.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,270400.0,1900.0,True,False,False,FOR_SALE,269900.0,329415000.0,True,False,False,USD,USA,148800.0,0.26109559228650137,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,
