zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,info2String,brokerName,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.taxAssessedValue,info3String,hdpData.homeInfo.listing_sub_type.is_comingSoon,hdpData.homeInfo.unit,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,hdpData.homeInfo.listing_sub_type.is_bankOwned,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceChange,availabilityDate,variableData.data.isRead,variableData.data.isFresh,hdpData.homeInfo.priceReduction,hdpData.homeInfo.videoCount,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.listing_sub_type.is_forAuction,hdpData.homeInfo.listing_sub_type.is_newHome,hdpData.homeInfo.newConstructionType,minBeds,minBaths,minArea,buildingId,isBuilding,canSaveBuilding,unitCount
2132953043,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/3cdc8b0dc25f680f1b123a9227a9fbee-p_e.jpg,True,/homedetails/18134-Shiloh-Church-Rd-Beaverdam-VA-23015/2132953043_zpid/,FOR_SALE,House for sale,"$1,190,000",$1.19M,"18134 Shiloh Church Rd, Beaverdam, VA 23015",5.0,5.0,5700.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,True,,False,False,Listing provided by CVRMLS,Real Broker LLC,459902000,37.90159,-77.701645,SHOWCASE,Showcase,2132953043.0,18134 Shiloh Church Rd,23015,Beaverdam,VA,37.90159,-77.701645,1190000.0,5.0,5.0,5700.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,1203300.0,5351.0,True,False,False,FOR_SALE,1190000.0,459902000.0,True,False,False,USD,USA,27.958,acres,True,,,,,,,,,,,,,,,,,,,,,,,,,,
108012650,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/07e5a7d9e3e30436c070fe9ebd2ea626-p_e.jpg,True,/homedetails/3319-Pineacre-Dr-Powhatan-VA-23139/108012650_zpid/,FOR_SALE,House for sale,"$575,000",$575K,"3319 Pineacre Dr, Powhatan, VA 23139",4.0,3.0,2774.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,True,,False,False,Listing provided by CVRMLS,Real Broker LLC,279644000,37.558926,-77.870605,SHOWCASE,Showcase,108012650.0,3319 Pineacre Dr,23139,Powhatan,VA,37.558926,-77.870605,575000.0,3.0,4.0,2774.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,589000.0,3688.0,True,False,False,FOR_SALE,575000.0,279644000.0,True,False,False,USD,USA,9.905,acres,True,397600.0,,,,,,,,,,,,,,,,,,,,,,,,,
36890280,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/cec4e5c12542bbe031a417973ff8fe45-p_e.jpg,True,/homedetails/4021-Bunker-Ct-Mount-Airy-MD-21771/36890280_zpid/,FOR_SALE,House for sale,"$774,900",$775K,"4021 Bunker Ct, Mount Airy, MD 21771",4.0,4.0,3846.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,True,,False,False,,Keller Williams Realty Centre,317956000,39.34154,-77.20293,SHOWCASE,Showcase,36890280.0,4021 Bunker Ct,21771,Mount Airy,MD,39.34154,-77.20293,774900.0,4.0,4.0,3846.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,793800.0,4327.0,True,False,False,FOR_SALE,774900.0,317956000.0,True,False,False,USD,USA,0.35635904499540866,acres,True,634300.0,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,
12338053,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/779285474ccdb30a852827b04d46888c-p_e.jpg,True,/homedetails/1311-Foster-Rd-Richmond-VA-23226/12338053_zpid/,FOR_SALE,House for sale,"$399,950",$400K,"1311 Foster Rd, Richmond, VA 23226",4.0,2.0,1440.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,False,,False,False,Listing provided by CVRMLS,Action Real Estate,352921000,37.597755,-77.53507,3D_HOME,3D Tour,12338053.0,1311 Foster Rd,23226,Richmond,VA,37.597755,-77.53507,399950.0,2.0,4.0,1440.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,420900.0,2250.0,True,False,False,FOR_SALE,399950.0,352921000.0,True,False,False,USD,USA,10737.54,sqft,False,312800.0,,,,,,,,,,,,,,,,,,,,,,,,,
12500116,ComingSoon,Coming Soon,https://photos.zillowstatic.com/fp/5ba7ad576f6938cba3b7bbe60a9ba974-p_e.jpg,True,/homedetails/1521-Colonial-Dr-APT-201-Woodbridge-VA-22192/12500116_zpid/,FOR_SALE,Coming soon,"$249,900",$250K,"1521 Colonial Dr APT 201, Woodbridge, VA 22192",2.0,2.0,939.0,False,False,ComingSoon,Coming Soon,False,True,False,False,True,False,True,,False,False,,"Pearson Smith Realty, LLC",145156000,38.67793,-77.26093,SHOWCASE,Showcase,12500116.0,1521 Colonial Dr APT 201,22192,Woodbridge,VA,38.67793,-77.26093,249900.0,2.0,2.0,939.0,CONDO,FOR_SALE,-1.0,False,False,254800.0,1914.0,,False,False,FOR_SALE,249900.0,145156000.0,True,False,False,USD,USA,,,True,213200.0,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,True,Apt 201,,,,,,,,,,,,,,,,,,,,,,
37166434,ComingSoon,Coming Soon,https://photos.zillowstatic.com/fp/52e5fed579d58496cfc6fe651a3c66da-p_e.jpg,True,/homedetails/6699-Macarthur-Blvd-Bethesda-MD-20816/37166434_zpid/,FOR_SALE,Coming soon,"$23,500,000",$23.5M,"6699 Macarthur Blvd, Bethesda, MD 20816",6.0,11.0,11522.0,False,False,ComingSoon,Coming Soon,False,False,False,False,True,False,False,,False,False,,TTR Sotheby's International Realty,922756000,38.95212,-77.12587,,,37166434.0,6699 Macarthur Blvd,20816,Bethesda,MD,38.95212,-77.12587,23500000.0,11.0,6.0,11522.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,False,False,FOR_SALE,23500000.0,922756000.0,True,False,False,USD,USA,1.9262,acres,False,6916267.0,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,True,,,,,,,,,,,,,,,,,,,,,,,
75334520,ComingSoon,Coming Soon,https://photos.zillowstatic.com/fp/4263f12d839ae86415c744e80c9b3517-p_e.jpg,True,/homedetails/227-White-Hall-Rd-Winchester-VA-22603/75334520_zpid/,FOR_SALE,Coming soon,"$535,000",$535K,"227 White Hall Rd, Winchester, VA 22603",4.0,3.0,1904.0,False,False,ComingSoon,Coming Soon,False,False,False,False,True,False,False,,False,False,,"Long & Foster Real Estate, Inc.",404356000,39.29191,-78.14338,,,75334520.0,227 White Hall Rd,22603,Winchester,VA,39.29191,-78.14338,535000.0,3.0,4.0,1904.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,530900.0,2330.0,,False,False,FOR_SALE,535000.0,404356000.0,True,False,False,USD,USA,5.01,acres,False,384700.0,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,True,,,,,,,,,,,,,,,,,,,,,,,
12524202,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/0e06eb03fea5d8f7ad89a00d887ae2c0-p_e.jpg,True,/homedetails/1404-Winchell-St-Richmond-VA-23231/12524202_zpid/,FOR_SALE,House for sale,"$265,000",$265K,"1404 Winchell St, Richmond, VA 23231",2.0,1.0,1029.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Listing provided by CVRMLS,The Steele Group,601416000,37.51166,-77.39873,,,12524202.0,1404 Winchell St,23231,Richmond,VA,37.51166,-77.39873,265000.0,1.0,2.0,1029.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,276800.0,1400.0,True,False,False,FOR_SALE,265000.0,601416000.0,True,False,False,USD,USA,10798.524,sqft,False,156000.0,,,,,,,,,,,,,,,,,,,,,,,,,
12142186,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/35b0df16b237f25c1e325d52cd28b6f7-p_e.jpg,True,/homedetails/12300-Little-Pond-Ln-Midlothian-VA-23113/12142186_zpid/,FOR_SALE,House for sale,"$299,900",$300K,"12300 Little Pond Ln, Midlothian, VA 23113",3.0,2.0,1575.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Listing provided by CVRMLS,Shaheen Ruth Martin & Fonville,451132000,37.511562,-77.62828,,,12142186.0,12300 Little Pond Ln,23113,Midlothian,VA,37.511562,-77.62828,299900.0,2.0,3.0,1575.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,318500.0,2199.0,True,False,False,FOR_SALE,299900.0,451132000.0,True,False,False,USD,USA,0.42600000000000005,acres,False,263600.0,,,,,,,,,,,,,,,,,,,,,,,,,
12140765,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/fff7de427716e1eb76eb9c0d7a636dc7-p_e.jpg,True,/homedetails/12515-Saint-Croix-Pl-Midlothian-VA-23114/12140765_zpid/,FOR_SALE,House for sale,"$374,900",$375K,"12515 Saint Croix Pl, Midlothian, VA 23114",3.0,3.0,1737.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Listing provided by CVRMLS,CapCenter,453294000,37.465717,-77.63159,OPEN_HOUSE,Open: Sun. 12-2pm,12140765.0,12515 Saint Croix Pl,23114,Midlothian,VA,37.465717,-77.63159,374900.0,3.0,3.0,1737.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,392500.0,2350.0,True,False,False,FOR_SALE,374900.0,453294000.0,True,False,False,USD,USA,8363.52,sqft,False,337600.0,,,,True,Sun. 12-2pm,"[{'open_house_start': 1717354800000, 'open_house_end': 1717362000000}]",,,,,,,,,,,,,,,,,,,
12175159,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/3affc948bfc4a6c04a84d6a0df69db5a-p_e.jpg,True,/homedetails/7700-Drexelbrook-Rd-Chesterfield-VA-23832/12175159_zpid/,FOR_SALE,House for sale,"$270,000",$270K,"7700 Drexelbrook Rd, Chesterfield, VA 23832",3.0,2.0,1276.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Listing provided by CVRMLS,Long & Foster REALTORS,336801000,37.436646,-77.52903,,,12175159.0,7700 Drexelbrook Rd,23832,Chesterfield,VA,37.436646,-77.52903,270000.0,2.0,3.0,1276.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,283500.0,1949.0,True,False,False,FOR_SALE,270000.0,336801000.0,True,False,False,USD,USA,0.299,acres,False,205900.0,,,,,,,,,,,,,,,,,,,,,,,,,
12301374,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/ac156d069fda94ded1d40d78f94a8371-p_e.jpg,True,/homedetails/4619-Kellywood-Dr-Glen-Allen-VA-23060/12301374_zpid/,FOR_SALE,House for sale,"$334,950",$335K,"4619 Kellywood Dr, Glen Allen, VA 23060",3.0,2.0,1560.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Listing provided by CVRMLS,Small & Associates,770737000,37.652084,-77.54449,OPEN_HOUSE,Open: Sun. 1-3pm,12301374.0,4619 Kellywood Dr,23060,Glen Allen,VA,37.652084,-77.54449,334950.0,2.0,3.0,1560.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,348700.0,2600.0,True,False,False,FOR_SALE,334950.0,770737000.0,True,False,False,USD,USA,9130.176,sqft,False,275700.0,,,,True,Sun. 1-3pm,"[{'open_house_start': 1717358400000, 'open_house_end': 1717365600000}]",,,,,,,,,,,,,,,,,,,
79179095,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/f716a7db41b00e7eb256cbf0c9645453-p_e.jpg,True,/homedetails/325-Tanglewood-Dr-Christiansburg-VA-24073/79179095_zpid/,FOR_SALE,House for sale,"$230,000",$230K,"325 Tanglewood Dr, Christiansburg, VA 24073",3.0,2.0,1959.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,Welcome Home Real Estate,352942000,37.115547,-80.38917,,,79179095.0,325 Tanglewood Dr,24073,Christiansburg,VA,37.115547,-80.38917,230000.0,2.0,3.0,1959.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,235500.0,1749.0,True,False,False,FOR_SALE,230000.0,352942000.0,True,False,False,USD,USA,0.48,acres,False,222000.0,https://photos.zillowstatic.com/fp/a4541f3f1617118e1016012e3cc162a5-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,
97860255,ForSale,Non Owner Occupied,https://photos.zillowstatic.com/fp/a3418d66efd2a6cc616ef53049b54ff6-p_e.jpg,True,/homedetails/17848-Meriwether-Lewis-St-Ruther-Glen-VA-22546/97860255_zpid/,FOR_SALE,Foreclosure,"$175,000",$175K,"17848 Meriwether Lewis St, Ruther Glen, VA 22546",4.0,3.0,1884.0,False,False,ForSale,Foreclosure,False,False,False,False,True,False,False,,False,False,Listing provided by CVRMLS,Hometown Realty,5130876000,38.02141,-77.533,,,97860255.0,17848 Meriwether Lewis St,22546,Ruther Glen,VA,38.02141,-77.533,175000.0,3.0,4.0,1884.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,172200.0,2400.0,,False,False,FOR_SALE,175000.0,5130876000.0,True,False,False,USD,USA,4251.456,sqft,False,331853.0,,,,,,,True,,,,,,,,,,,,,,,,,,
12308673,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/b6ceb44bf26781c57e26915a5306d748-p_e.jpg,True,/homedetails/2703-Tanager-Rd-Henrico-VA-23228/12308673_zpid/,FOR_SALE,House for sale,"$275,000",$275K,"2703 Tanager Rd, Henrico, VA 23228",4.0,2.0,1532.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Listing provided by CVRMLS,Long & Foster REALTORS,366617000,37.649925,-77.50193,,,12308673.0,2703 Tanager Rd,23228,Henrico,VA,37.649925,-77.50193,275000.0,2.0,4.0,1532.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,290900.0,1800.0,True,False,False,FOR_SALE,275000.0,366617000.0,True,False,False,USD,USA,10667.844,sqft,False,248700.0,,,,,,,,,,,,,,,,,,,,,,,,,
108060177,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/fb5826cafa69806a7836b6a3bb3ad560-p_e.jpg,True,/homedetails/12617-Cardinal-Forest-Dr-Fulks-Run-VA-22830/108060177_zpid/,FOR_SALE,House for sale,"$279,900",$280K,"12617 Cardinal Forest Dr, Fulks Run, VA 22830",3.0,2.0,1984.0,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,,,440917000,38.677155,-78.918884,,,108060177.0,12617 Cardinal Forest Dr,22830,Fulks Run,VA,38.677155,-78.918884,279900.0,2.0,3.0,1984.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,285800.0,2100.0,True,False,False,FOR_SALE,279900.0,440917000.0,True,False,False,USD,USA,4.9,acres,False,255200.0,,,,,,,,,,,,,,,,,,,,,,,,,
12628319,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/43b833ffd8d7376d8a92b60bcbcc73ce-p_e.jpg,True,/homedetails/1003-Blackbeard-Dr-Stafford-VA-22554/12628319_zpid/,FOR_SALE,House for sale,"$374,900",$375K,"1003 Blackbeard Dr, Stafford, VA 22554",4.0,3.0,1976.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,Keller Williams Capital Properties,317956000,38.45666,-77.38956,,,12628319.0,1003 Blackbeard Dr,22554,Stafford,VA,38.45666,-77.38956,374900.0,3.0,4.0,1976.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,381600.0,2350.0,True,False,False,FOR_SALE,374900.0,317956000.0,True,False,False,USD,USA,0.30578512396694213,acres,False,323500.0,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,
49655124,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/29e42f521341262458f92d35254b7070-p_e.jpg,True,/homedetails/1419-Orange-Ave-NW-Roanoke-VA-24017/49655124_zpid/,FOR_SALE,House for sale,"$155,000",$155K,"1419 Orange Ave NW, Roanoke, VA 24017",5.0,4.0,2200.0,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,,,858711000,37.284645,-79.95987,,,49655124.0,1419 Orange Ave NW,24017,Roanoke,VA,37.284645,-79.95987,155000.0,4.0,5.0,2200.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,146900.0,2199.0,True,False,False,FOR_SALE,155000.0,858711000.0,True,False,False,USD,USA,8712.0,sqft,False,86700.0,https://photos.zillowstatic.com/fp/7c4dfe723d5a67004c78f62b2a36412e-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,
22571834,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/6f3e8e366e34317817940dba5fff7194-p_e.jpg,True,/homedetails/572-Johnnycake-Ln-Harpers-Ferry-WV-25425/22571834_zpid/,FOR_SALE,House for sale,"$125,000",$125K,"572 Johnnycake Ln, Harpers Ferry, WV 25425",2.0,2.0,1000.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,"Roberts Realty Group, LLC",231556000,39.21594,-77.80352,,,22571834.0,572 Johnnycake Ln,25425,Harpers Ferry,WV,39.21594,-77.80352,125000.0,2.0,2.0,1000.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,121600.0,2100.0,True,False,False,FOR_SALE,125000.0,231556000.0,True,False,False,USD,USA,0.58,acres,False,18100.0,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,
205542129,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/e4dd61a714581ea251554ee049764aa6-p_e.jpg,True,/homedetails/40-Legado-Dr-Martinsburg-WV-25403/205542129_zpid/,FOR_SALE,House for sale,"$299,900",$300K,"40 Legado Dr, Martinsburg, WV 25403",4.0,2.0,2487.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,ERA Liberty Realty,317956000,39.46248,-77.9929,,,205542129.0,40 Legado Dr,25403,Martinsburg,WV,39.46248,-77.9929,299900.0,2.0,4.0,2487.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,300200.0,2299.0,True,False,False,FOR_SALE,299900.0,317956000.0,True,False,False,USD,USA,0.48999081726354454,acres,False,265400.0,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,
107843729,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/6c4cf50b53a4b5963f1bef45a50c9e87-p_e.jpg,True,/homedetails/8890-Wilderness-Rd-Bland-VA-24315/107843729_zpid/,FOR_SALE,House for sale,"$270,000",$270K,"8890 Wilderness Rd, Bland, VA 24315",3.0,2.0,1616.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,Berkshire Hathaway Home Services Mountain Sky Properties-Bland,333555000,37.228012,-81.017876,,,107843729.0,8890 Wilderness Rd,24315,Bland,VA,37.228012,-81.017876,270000.0,2.0,3.0,1616.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,264300.0,1400.0,True,False,False,FOR_SALE,270000.0,333555000.0,True,False,False,USD,USA,5.59,acres,False,159700.0,https://photos.zillowstatic.com/fp/a4541f3f1617118e1016012e3cc162a5-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,
108130452,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/a9caf5e54c58d88e42833d8d8551622c-p_e.jpg,True,/homedetails/1304-N-Coalter-St-Staunton-VA-24401/108130452_zpid/,FOR_SALE,House for sale,"$265,000",$265K,"1304 N Coalter St, Staunton, VA 24401",3.0,2.0,2382.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,EXP REALTY LLC - FREDERICKSBURG,2770293000,38.16632,-79.054504,,,108130452.0,1304 N Coalter St,24401,Staunton,VA,38.16632,-79.054504,265000.0,2.0,3.0,2382.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,265000.0,2770293000.0,True,False,False,USD,USA,0.32999999999999996,acres,False,157380.0,https://photos.zillowstatic.com/fp/f1decf996e1a308bb64f64b5052c494c-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,
338273007,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/7c525150326a6bb5b82777912692f295-p_e.jpg,True,/homedetails/12335-Azure-Ln-55-Fairfax-VA-22033/338273007_zpid/,FOR_SALE,Townhouse for sale,"$699,900",$700K,"12335 Azure Ln #55, Fairfax, VA 22033",3.0,3.0,1634.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,True,,False,False,,"EXP Realty, LLC",317956000,38.87471,-77.37304,SHOWCASE,Showcase,338273007.0,12335 Azure Ln #55,22033,Fairfax,VA,38.87471,-77.37304,699900.0,3.0,3.0,1634.0,TOWNHOUSE,FOR_SALE,-1.0,False,False,719400.0,2717.0,True,False,False,FOR_SALE,699900.0,317956000.0,True,False,False,USD,USA,,,True,645230.0,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,,# 55,True,Sun. 12-2pm,"[{'open_house_start': 1717354800000, 'open_house_end': 1717362000000}]",,,,,,,,,,,,,,,,,,,
79087971,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/19d1ce6eee4972eb4cf5a1597f82fc02-p_e.jpg,True,/homedetails/32638-Mount-Weather-Rd-Bluemont-VA-20135/79087971_zpid/,FOR_SALE,House for sale,"$629,500",$630K,"32638 Mount Weather Rd, Bluemont, VA 20135",4.0,2.0,2820.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,Atoka Properties,145156000,39.08219,-77.87621,OPEN_HOUSE,Open: Sun. 1-4pm,79087971.0,32638 Mount Weather Rd,20135,Bluemont,VA,39.08219,-77.87621,629500.0,2.0,4.0,2820.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,630900.0,2729.0,True,False,False,FOR_SALE,629500.0,145156000.0,True,False,False,USD,USA,6.38,acres,False,385200.0,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,,,True,Sun. 1-4pm,"[{'open_house_start': 1717358400000, 'open_house_end': 1717369200000}]",,,,,,,,,,,,,,,,,,,
351186793,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/a680d6182e664b2439bd43ef2bd05539-p_e.jpg,True,/homedetails/12502-Wood-Sage-Midlothian-VA-23114/351186793_zpid/,FOR_SALE,House for sale,"$287,950",$288K,"12502 Wood Sage, Midlothian, VA 23114",2.0,2.0,1054.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Listing provided by CVRMLS,Keller Williams Realty,539417000,37.468975,-77.63299,,,351186793.0,12502 Wood Sage,23114,Midlothian,VA,37.468975,-77.63299,287950.0,2.0,2.0,1054.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,287950.0,539417000.0,True,False,False,USD,USA,6359.76,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,
12412404,ForSale,RecentChange,https://photos.zillowstatic.com/fp/3c70774463b969d487b54c708416fea8-p_e.jpg,True,/homedetails/210-Cornwall-St-NW-Leesburg-VA-20176/12412404_zpid/,FOR_SALE,Foreclosure,"$389,500",$390K,"210 Cornwall St NW, Leesburg, VA 20176",3.0,2.0,1780.0,False,False,ForSale,Foreclosure,False,False,False,False,True,False,False,,False,False,,"Long & Foster Real Estate, Inc.",836356000,39.11762,-77.56711,,,12412404.0,210 Cornwall St NW,20176,Leesburg,VA,39.11762,-77.56711,389500.0,2.0,3.0,1780.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,2749.0,,False,False,FOR_SALE,389500.0,836356000.0,True,False,False,USD,USA,6098.0,sqft,False,668700.0,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,,,,,,True,,,,,,,,,,,,,,,,,,
79159838,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/c162f630eb53de3da3385d5bdd54f368-p_e.jpg,True,/homedetails/3712-Sherwood-Pl-Lynchburg-VA-24503/79159838_zpid/,FOR_SALE,House for sale,"$389,900",$390K,"3712 Sherwood Pl, Lynchburg, VA 24503",3.0,3.0,3123.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,,"Lauren Bell Real Estate, Inc.",267526000,37.431965,-79.19081,,,79159838.0,3712 Sherwood Pl,24503,Lynchburg,VA,37.431965,-79.19081,389900.0,3.0,3.0,3123.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,389900.0,267526000.0,True,False,False,USD,USA,1.024,acres,False,276500.0,,,,,,,,1717052400000.0,40400.0,,,,,,,,,,,,,,,,
12148622,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/7c1d7b6c72bf163c2276c75108eab5d9-p_e.jpg,True,/homedetails/5043-Blackbird-Dr-Midlothian-VA-23112/12148622_zpid/,FOR_SALE,House for sale,"$320,000",$320K,"5043 Blackbird Dr, Midlothian, VA 23112",3.0,2.0,1235.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Listing provided by CVRMLS,Providence Hill Real Estate,1642009000,37.420532,-77.609,,,12148622.0,5043 Blackbird Dr,23112,Midlothian,VA,37.420532,-77.609,320000.0,2.0,3.0,1235.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,322900.0,1849.0,True,False,False,FOR_SALE,320000.0,1642009000.0,True,False,False,USD,USA,9539.64,sqft,False,242900.0,,,,,,,,,,,,,,,,,,,,,,,,,
