zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,flexFieldText,flexFieldType,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,brokerName,timeOnZillow,latLong.latitude,latLong.longitude,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.listing_sub_type.is_bankOwned,info3String,info6String,hdpData.homeInfo.listing_sub_type.is_foreclosure,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,info2String,minBeds,minBaths,minArea,buildingId,isBuilding,canSaveBuilding,unitCount,availabilityDate,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,hdpData.homeInfo.unit,streetViewURL,streetViewMetadataURL,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.listing_sub_type.is_forAuction,hdpData.homeInfo.listing_sub_type.is_newHome,hdpData.homeInfo.newConstructionType,hdpData.homeInfo.videoCount,plid,communityName,builderName,isCdpResult,isComingSoonCommunity
3050921,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/55035aa97593da7d4e0a29d94a53b9af-p_e.jpg,True,/homedetails/4306-Hanging-Moss-Rd-Jackson-MS-39206/3050921_zpid/,FOR_SALE,House for sale,"$65,000",$65K,"4306 Hanging Moss Rd, Jackson, MS 39206",3.0,2.0,1529.0,10 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Sylvan Realty LLC,935523000,32.362514,-90.17956,3050921.0,4306 Hanging Moss Rd,39206,Jackson,MS,32.362514,-90.17956,65000.0,2.0,3.0,1529.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,65000.0,935523000.0,True,False,False,USD,USA,52030.0,0.45,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115145657,ForSale,RecentChange,https://photos.zillowstatic.com/fp/7dacf73f0cb9399fbf5226b30ea54d96-p_e.jpg,True,/homedetails/518-Emma-Rd-Trout-LA-71371/115145657_zpid/,FOR_SALE,Foreclosure,"$137,500",$138K,"518 Emma Rd, Trout, LA 71371",6.0,5.0,8200.0,46 days on Zillow,daysOnZillow,False,False,ForSale,Foreclosure,False,False,False,False,True,False,False,,False,False,"BARBRA DIFULCO REAL ESTATE, INC.",4044458000,31.642282,-92.16542,115145657.0,518 Emma Rd,71371,Trout,LA,31.642282,-92.16542,137500.0,5.0,6.0,8200.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,False,False,FOR_SALE,137500.0,4044458000.0,True,False,False,USD,USA,3500.0,1.16,acres,False,126600.0,2350.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90830262,ForSale,Non Owner Occupied,https://photos.zillowstatic.com/fp/0ed106d4aa3353b4160325b181a5759b-p_e.jpg,True,/homedetails/160-Baffle-Ln-Bismarck-AR-71929/90830262_zpid/,FOR_SALE,Foreclosure,"$75,000",$75K,"160 Baffle Ln, Bismarck, AR 71929",3.0,2.0,1142.0,10 days on Zillow,daysOnZillow,False,False,ForSale,Foreclosure,False,False,False,False,True,False,False,,False,False,"Trademark Real Estate, Inc.",902549000,34.27178,-93.131775,90830262.0,160 Baffle Ln,71929,Bismarck,AR,34.27178,-93.131775,75000.0,2.0,3.0,1142.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,False,False,FOR_SALE,75000.0,902549000.0,True,False,False,USD,USA,52600.0,11.41,acres,False,,,,https://photos.zillowstatic.com/fp/19e7bcbe73b7e6c8d48d299d96f774fd-zillow_web_48_23.jpg,Tom Shelton,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112254686,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/c479ed27d77b4159f0c920d625a4e34e-p_e.jpg,True,/homedetails/820-E-Washington-St-Brookhaven-MS-39601/112254686_zpid/,FOR_SALE,House for sale,"$294,900",$295K,"820 E Washington St, Brookhaven, MS 39601",5.0,4.0,4576.0,114 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,"Arx Point Realty, LLC",9918969000,31.566996,-90.43052,112254686.0,820 E Washington St,39601,Brookhaven,MS,31.566996,-90.43052,294900.0,4.0,5.0,4576.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,294900.0,9918969000.0,True,False,False,USD,USA,296480.0,8.46,acres,False,279200.0,2465.0,,,,,1716188400000.0,"$25,000 (May 20)",-25000.0,,,,,,,,,,,,,,,,,,,,,,,,,
114937551,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/261665c2471fa09876c489a14a8b064c-p_e.jpg,True,/homedetails/390-County-Road-277-Water-Valley-MS-38965/114937551_zpid/,FOR_SALE,House for sale,"$220,000",$220K,"390 County Road 277, Water Valley, MS 38965",4.0,3.0,3020.0,178 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,RE/MAX Legacy (BOF),15428905000,34.146835,-89.62372,114937551.0,390 County Road 277,38965,Water Valley,MS,34.146835,-89.62372,220000.0,3.0,4.0,3020.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,220000.0,15428905000.0,True,False,False,USD,USA,198891.0,7.1,acres,False,,,,,,,1710745200000.0,"$145,000 (Mar 18)",-145000.0,Listing provided by NCMBR,,,,,,,,,,,,,,,,,,,,,,,,
92479852,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/7b05a9ddc203deb119495b72aabe20a3-p_e.jpg,True,/homedetails/129-Sonoma-Cir-West-Monroe-LA-71291/92479852_zpid/,FOR_SALE,House for sale,"$249,000",$249K,"129 Sonoma Cir, West Monroe, LA 71291",3.0,2.0,2346.0,2 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Vanguard Realty,213093000,32.54573,-92.2003,92479852.0,129 Sonoma Cir,71291,West Monroe,LA,32.54573,-92.2003,249000.0,2.0,3.0,2346.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,249000.0,213093000.0,True,False,False,USD,USA,160457.0,0.43,acres,False,,2199.0,,https://photos.zillowstatic.com/fp/ea56e3a3ebadb9d297400bfebd73069c-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89792628,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/7de7f54c0505272bb64f1fd1ca178d7f-p_e.jpg,True,/homedetails/107-Bristol-Way-Madison-MS-39110/89792628_zpid/,FOR_SALE,House for sale,"$559,900",$560K,"107 Bristol Way, Madison, MS 39110",4.0,3.0,2595.0,2 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,"Polles Properties, LLC",245756000,32.51964,-90.1758,89792628.0,107 Bristol Way,39110,Madison,MS,32.51964,-90.1758,559900.0,3.0,4.0,2595.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,559900.0,245756000.0,True,False,False,USD,USA,341120.0,0.25,acres,False,557500.0,4165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873822,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/7ac02eb9b39c7a327619e30f5812e053-p_e.jpg,True,/homedetails/1048-Harmony-Rd-Crystal-Springs-MS-39059/87873822_zpid/,FOR_SALE,House for sale,"$195,000",$195K,"1048 Harmony Rd, Crystal Springs, MS 39059",3.0,2.0,1943.0,2 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,"Cline Realty, LLC",247887000,31.977064,-90.33661,87873822.0,1048 Harmony Rd,39059,Crystal Springs,MS,31.977064,-90.33661,195000.0,2.0,3.0,1943.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,195000.0,247887000.0,True,False,False,USD,USA,107390.0,3.0,acres,False,192600.0,799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231999596,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/f4bd8f8acf91ab46c0472c0bea80418c-p_e.jpg,True,/homedetails/3554-Highway-67-S-Arkadelphia-AR-71923/231999596_zpid/,FOR_SALE,House for sale,"$350,000",$350K,"3554 Highway 67 S, Arkadelphia, AR 71923",2.0,2.0,1150.0,2 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Crye*Leike Pro Elite Realty,256622000,34.03187,-93.10443,231999596.0,3554 Highway 67 S,71923,Arkadelphia,AR,34.03187,-93.10443,350000.0,2.0,2.0,1150.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,350000.0,256622000.0,True,False,False,USD,USA,3600.0,45.0,acres,False,343200.0,1184.0,,https://photos.zillowstatic.com/fp/19e7bcbe73b7e6c8d48d299d96f774fd-zillow_web_48_23.jpg,Falicia Samuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051429,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/5e21e1804018ac6d1a3a77ceb906b75b-p_e.jpg,True,/homedetails/411-Wilshire-Ave-Jackson-MS-39206/3051429_zpid/,FOR_SALE,House for sale,"$26,250",$26K,"411 Wilshire Ave, Jackson, MS 39206",3.0,1.0,1082.0,8 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Epique,749922000,32.3512,-90.18352,3051429.0,411 Wilshire Ave,39206,Jackson,MS,32.3512,-90.18352,26250.0,1.0,3.0,1082.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,26250.0,749922000.0,True,False,False,USD,USA,35900.0,0.25,acres,False,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68268095,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/552e9717acf9558c825a98693555e31e-p_e.jpg,True,/homedetails/43-Peachtree-Ln-Madison-MS-39110/68268095_zpid/,FOR_SALE,House for sale,"$330,000",$330K,"43 Peachtree Ln, Madison, MS 39110",3.0,3.0,2438.0,1 day on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,"Overby, Inc.",165017000,32.441727,-90.09542,68268095.0,43 Peachtree Ln,39110,Madison,MS,32.441727,-90.09542,330000.0,3.0,3.0,2438.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,330000.0,165017000.0,True,False,False,USD,USA,216270.0,,,False,329000.0,2681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125610521,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/e19fb4eeb361c80a60c49793bf842a31-p_e.jpg,True,/homedetails/517-W-Washington-St-Moorhead-MS-38761/125610521_zpid/,FOR_SALE,House for sale,"$80,000",$80K,"517 W Washington St, Moorhead, MS 38761",4.0,3.0,2297.0,15 hours ago,timeOnInfo,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,"McKee Realty, Inc.",57097000,33.449123,-90.51394,125610521.0,517 W Washington St,38761,Moorhead,MS,33.449123,-90.51394,80000.0,3.0,4.0,2297.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,80000.0,57097000.0,True,False,False,USD,USA,66652.0,3.0,acres,False,,1562.0,,,,,1704182400000.0,,-10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
104308386,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/cb2e1b1b4fed722db3dcf82d000e25a7-p_e.jpg,True,/homedetails/156-Hampton-Hills-Blvd-Canton-MS-39046/104308386_zpid/,FOR_SALE,House for sale,"$387,500",$388K,"156 Hampton Hills Blvd, Canton, MS 39046",4.0,4.0,2040.0,2 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Hopper Properties,178090000,32.508873,-90.05066,104308386.0,156 Hampton Hills Blvd,39046,Canton,MS,32.508873,-90.05066,387500.0,4.0,4.0,2040.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,387500.0,178090000.0,True,False,False,USD,USA,271240.0,0.75,acres,False,387600.0,3086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109037104,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/509bbf6defa09ff089decc25ac26b058-p_e.jpg,True,/homedetails/7399-Highway-270-E-Sheridan-AR-72150/109037104_zpid/,FOR_SALE,House for sale,"$234,900",$235K,"7399 Highway 270 E, Sheridan, AR 72150",3.0,3.0,1738.0,22 hours ago,timeOnInfo,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Southern Homes Realty,82049000,34.31474,-92.28016,109037104.0,7399 Highway 270 E,72150,Sheridan,AR,34.31474,-92.28016,234900.0,3.0,3.0,1738.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,234900.0,82049000.0,True,False,False,USD,USA,149500.0,7.47,acres,False,233700.0,1350.0,,https://photos.zillowstatic.com/fp/19e7bcbe73b7e6c8d48d299d96f774fd-zillow_web_48_23.jpg,Merri Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247893351,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/603289089bee989511b4369cae90bc45-p_e.jpg,True,/homedetails/106-Camden-Trl-Madison-MS-39110/247893351_zpid/,FOR_SALE,House for sale,"$625,000",$625K,"106 Camden Trl, Madison, MS 39110",4.0,4.0,3049.0,2 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,"Weichert, Realtors - Innovations",213059000,32.54402,-90.168236,247893351.0,106 Camden Trl,39110,Madison,MS,32.54402,-90.168236,625000.0,4.0,4.0,3049.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,625000.0,213059000.0,True,False,False,USD,USA,378170.0,0.4,acres,False,580200.0,4548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106092941,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/bcdbdaa6bfc0251bf66f2b39657c5dd7-p_e.jpg,True,/homedetails/300-E-Arizona-Ave-Ruston-LA-71270/106092941_zpid/,FOR_SALE,House for sale,"$70,000",$70K,"300 E Arizona Ave, Ruston, LA 71270",4.0,2.0,2854.0,12 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,"Heritage Realty Group, LLC",1105855000,32.52528,-92.63533,106092941.0,300 E Arizona Ave,71270,Ruston,LA,32.52528,-92.63533,70000.0,2.0,4.0,2854.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,70000.0,1105855000.0,True,False,False,USD,USA,222650.0,0.32,acres,False,63500.0,1849.0,,https://photos.zillowstatic.com/fp/ea56e3a3ebadb9d297400bfebd73069c-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78035038,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/6dd7d722c08467c2f331f31434e7f8e3-p_e.jpg,True,/homedetails/84-Oaky-Woods-Ln-Ellisville-MS-39437/78035038_zpid/,FOR_SALE,House for sale,"$149,000",$149K,"84 Oaky Woods Ln, Ellisville, MS 39437",3.0,1.0,1323.0,3 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,,332724000,31.626633,-89.355606,78035038.0,84 Oaky Woods Ln,39437,Ellisville,MS,31.626633,-89.355606,149000.0,1.0,3.0,1323.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,149000.0,332724000.0,True,False,False,USD,USA,58430.0,10.0,acres,False,146700.0,1099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50835945,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/e36fd6c29044b6671a8d51fc55ca9b82-p_e.jpg,True,/homedetails/200-Greenfield-Pl-Brandon-MS-39047/50835945_zpid/,FOR_SALE,House for sale,"$384,900",$385K,"200 Greenfield Pl, Brandon, MS 39047",4.0,3.0,2930.0,4 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,"Susan Burton Real Estate, LLC",392563000,32.362003,-90.01422,50835945.0,200 Greenfield Pl,39047,Brandon,MS,32.362003,-90.01422,384900.0,3.0,4.0,2930.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,384900.0,392563000.0,True,False,False,USD,USA,231670.0,0.36,acres,False,383200.0,2807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232017560,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/b25b75500f5235ab410568fc11101cae-p_e.jpg,True,/homedetails/555-Midway-Rte-Monticello-AR-71655/232017560_zpid/,FOR_SALE,House for sale,"$245,000",$245K,"555 Midway Rte, Monticello, AR 71655",3.0,2.0,1980.0,3 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Wilkerson Real Estate Company,267583000,33.586002,-91.786766,232017560.0,555 Midway Rte,71655,Monticello,AR,33.586002,-91.786766,245000.0,2.0,3.0,1980.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,245000.0,267583000.0,True,False,False,USD,USA,66050.0,11.85,acres,False,242100.0,1392.0,,https://photos.zillowstatic.com/fp/19e7bcbe73b7e6c8d48d299d96f774fd-zillow_web_48_23.jpg,Connor Wilkerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112051545,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/5bad98cf568359bdf7f272c57482ae7c-p_e.jpg,True,/homedetails/616-Grand-Ave-Yazoo-City-MS-39194/112051545_zpid/,FOR_SALE,House for sale,"$120,000",$120K,"616 Grand Ave, Yazoo City, MS 39194",5.0,3.0,2946.0,80 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Lynn Realty,6918098000,32.856197,-90.40452,112051545.0,616 Grand Ave,39194,Yazoo City,MS,32.856197,-90.40452,120000.0,3.0,5.0,2946.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,120000.0,6918098000.0,True,False,False,USD,USA,83580.0,0.64,acres,False,109200.0,1754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247920706,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/5471d415bd04c23aaf4309f63073b7f6-p_e.jpg,True,/homedetails/630-Macbeth-St-Brandon-MS-39047/247920706_zpid/,FOR_SALE,House for sale,"$305,000",$305K,"630 Macbeth St, Brandon, MS 39047",3.0,2.0,1879.0,3 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Three Rivers Real Estate,272927000,32.403656,-89.96152,247920706.0,630 Macbeth St,39047,Brandon,MS,32.403656,-89.96152,305000.0,2.0,3.0,1879.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,305000.0,272927000.0,True,False,False,USD,USA,214560.0,9583.2,sqft,False,304900.0,2635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056977,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/46f9deebc3234f9fa7caf5680f2bcf99-p_e.jpg,True,/homedetails/5348-Briarfield-Rd-Jackson-MS-39211/3056977_zpid/,FOR_SALE,House for sale,"$235,000",$235K,"5348 Briarfield Rd, Jackson, MS 39211",5.0,5.0,4038.0,5 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Re/Max Marketplace,488968000,32.374203,-90.135414,3056977.0,5348 Briarfield Rd,39211,Jackson,MS,32.374203,-90.135414,235000.0,5.0,5.0,4038.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,235000.0,488968000.0,True,False,False,USD,USA,240410.0,0.41,acres,False,232600.0,2574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50838577,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/9688c9ceb7241cfb3e67861675ffd7f4-p_e.jpg,True,/homedetails/319-Bay-Park-Dr-Brandon-MS-39047/50838577_zpid/,FOR_SALE,House for sale,"$218,000",$218K,"319 Bay Park Dr, Brandon, MS 39047",3.0,2.0,2665.0,"Price cut: $2,000 (May 28)",priceCut,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,eXp Realty,5778541000,32.38771,-90.0284,50838577.0,319 Bay Park Dr,39047,Brandon,MS,32.38771,-90.0284,218000.0,2.0,3.0,2665.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,218000.0,5778541000.0,True,False,False,USD,USA,122070.0,0.33999999999999997,acres,False,206100.0,2800.0,,,,,1716879600000.0,"$2,000 (May 28)",-2000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://photos.zillowstatic.com/fp/c36cabaebbb49c0c75debb3aa8c649f5-p_e.jpg,True,"/b/building/31.748016,-93.15617_ll/",FOR_SALE,For Rent,"From $49,900",,"143 Haley Cir, Natchitoches, LA",,,,,,,,,,,False,,False,False,False,False,,False,,,691761000,31.748016,-93.15617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1892.0,31.748016--93.15617,True,False,2.0,,,,,,,,,,,,,,,,,
68261338,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/37c8a2e4e9a7f8f395aa01ed1225716f-p_e.jpg,True,/homedetails/319-Arapaho-Ln-Madison-MS-39110/68261338_zpid/,FOR_SALE,House for sale,"$215,000",$215K,"319 Arapaho Ln, Madison, MS 39110",4.0,3.0,2250.0,17 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,eXp Realty,1542369000,32.444534,-90.075935,68261338.0,319 Arapaho Ln,39110,Madison,MS,32.444534,-90.075935,215000.0,3.0,4.0,2250.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,215000.0,1542369000.0,True,False,False,USD,USA,228580.0,2.0,acres,False,202600.0,2713.0,,,,,1716015600000.0,"$4,000 (May 18)",-4000.0,,,,,,,,,,,,,,,,,,,,,,,,,
3074592,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/4d1255b9f8e9c3c8d1a0ea357cfe112e-p_e.jpg,True,/homedetails/24-Autumn-Hill-Dr-Jackson-MS-39211/3074592_zpid/,FOR_SALE,House for sale,"$258,000",$258K,"24 Autumn Hill Dr, Jackson, MS 39211",3.0,4.0,2600.0,33 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,"Guckert Realty Group, LLC",2906739000,32.393085,-90.114235,3074592.0,24 Autumn Hill Dr,39211,Jackson,MS,32.393085,-90.114235,258000.0,4.0,3.0,2600.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,258000.0,2906739000.0,True,False,False,USD,USA,186540.0,0.25,acres,False,247100.0,2350.0,,,,,1715324400000.0,"$17,000 (May 10)",-17000.0,,,,,,,,,,,,,,,,,,,,,,,,,
92496878,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/9a5e80a2b43ed316232eb6a6885b46ce-p_e.jpg,True,/homedetails/245-Preston-Rd-West-Monroe-LA-71291/92496878_zpid/,FOR_SALE,House for sale,"$369,000",$369K,"245 Preston Rd, West Monroe, LA 71291",3.0,3.0,2699.0,4 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,"Cloud Realty & Associates, LLC",410137000,32.563595,-92.26005,92496878.0,245 Preston Rd,71291,West Monroe,LA,32.563595,-92.26005,369000.0,3.0,3.0,2699.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,369000.0,410137000.0,True,False,False,USD,USA,3970.0,1.52,acres,False,360300.0,2596.0,,https://photos.zillowstatic.com/fp/ea56e3a3ebadb9d297400bfebd73069c-zillow_web_48_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77920744,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/21fba5a4306b2dc8bc41162c212e9010-p_e.jpg,True,/homedetails/95-Melrose-Montebello-Pkwy-Natchez-MS-39120/77920744_zpid/,FOR_SALE,House for sale,"$229,500",$230K,"95 Melrose Montebello Pkwy, Natchez, MS 39120",3.0,3.0,2529.0,6 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,Paul Green & Associates Realtors,587150000,31.536299,-91.383095,77920744.0,95 Melrose Montebello Pkwy,39120,Natchez,MS,31.536299,-91.383095,229500.0,3.0,3.0,2529.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,229500.0,587150000.0,True,False,False,USD,USA,113040.0,1.0,acres,False,218000.0,1594.0,,,,,,,,Listing provided by Natchez BOR,,,,,,,,,,,,,,,,,,,,,,,,
3071197,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/9fbae8d1046286674b692a78d97795d6-p_e.jpg,True,/homedetails/4689-Nordell-Dr-Jackson-MS-39206/3071197_zpid/,FOR_SALE,House for sale,"$175,000",$175K,"4689 Nordell Dr, Jackson, MS 39206",3.0,2.0,1928.0,5 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,"Neighbor House, LLC",440409000,32.375076,-90.18674,3071197.0,4689 Nordell Dr,39206,Jackson,MS,32.375076,-90.18674,175000.0,2.0,3.0,1928.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,175000.0,440409000.0,True,False,False,USD,USA,89850.0,0.26,acres,False,171700.0,1245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
